ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
IND,"Madhya Pradesh, inc Chhattisgarh",3277533,Antenatal care provider: Nurse/midwife,9.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413007,1413070,Region,"Madhya Pradesh, inc Chhattisgarh",14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413007,1992-93,DHS,2175,1929,,,1
IND,"Uttar Pradesh, inc Uttarakhand",650954,Antenatal care provider: Nurse/midwife,9.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413010,1413100,Region,"Uttar Pradesh, inc Uttarakhand",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413010,1992-93,DHS,6919,5159,,,1
IND,"Uttar Pradesh, inc Uttarakhand",6486706,Antenatal care provider: Nurse/midwife,9.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413010,1413100,Region,"Uttar Pradesh, inc Uttarakhand",14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413010,1992-93,DHS,5422,4029,,,1
IND,"Bihar, inc Jharkhand",3798735,Antenatal care provider: Nurse/midwife,4.9,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413013,1413130,Region,"Bihar, inc Jharkhand",14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413013,1992-93,DHS,3683,2358,,,1
IND,"Bihar, inc Jharkhand",7292131,Antenatal care provider: Nurse/midwife,4.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413013,1413130,Region,"Bihar, inc Jharkhand",14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413013,1992-93,DHS,2836,1817,,,1
IND,Odisha,6637423,Antenatal care provider: Nurse/midwife,4.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413016,1413160,Region,Odisha,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413016,1992-93,DHS,1173,1463,,,1
IND,Odisha,3592449,Antenatal care provider: Nurse/midwife,4.8,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413016,1413160,Region,Odisha,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413016,1992-93,DHS,859,1076,,,1
IND,West Bengal,1452075,Antenatal care provider: Nurse/midwife,5.6,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413017,1413170,Region,West Bengal,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413017,1992-93,DHS,2400,1483,,,1
IND,West Bengal,1228841,Antenatal care provider: Nurse/midwife,5.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413017,1413170,Region,West Bengal,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413017,1992-93,DHS,1748,1088,,,1
IND,Arunachal Pradesh,6326128,Antenatal care provider: Nurse/midwife,1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413018,1413180,Region,Arunachal Pradesh,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413018,1992-93,DHS,44,411,,,1
IND,Arunachal Pradesh,496654,Antenatal care provider: Nurse/midwife,1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413018,1413180,Region,Arunachal Pradesh,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413018,1992-93,DHS,33,309,,,1
IND,Assam,3453886,Antenatal care provider: Nurse/midwife,10,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413019,1413190,Region,Assam,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413019,1992-93,DHS,998,1166,,,1
IND,Assam,775231,Antenatal care provider: Nurse/midwife,9.4,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413019,1413190,Region,Assam,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413019,1992-93,DHS,732,848,,,1
IND,Manipur,636225,Antenatal care provider: Nurse/midwife,1.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413020,1413200,Region,Manipur,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413020,1992-93,DHS,78,378,,,1
IND,Manipur,1231326,Antenatal care provider: Nurse/midwife,1.5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413020,1413200,Region,Manipur,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413020,1992-93,DHS,57,273,,,1
IND,Meghalaya,7171582,Antenatal care provider: Nurse/midwife,4.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413021,1413210,Region,Meghalaya,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413021,1992-93,DHS,75,442,,,1
IND,Meghalaya,1445851,Antenatal care provider: Nurse/midwife,5.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413021,1413210,Region,Meghalaya,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413021,1992-93,DHS,55,325,,,1
IND,Mizoram,3282515,Antenatal care provider: Nurse/midwife,37,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413022,1413220,Region,Mizoram,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413022,1992-93,DHS,21,292,,,1
IND,Mizoram,6031933,Antenatal care provider: Nurse/midwife,34.7,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413022,1413220,Region,Mizoram,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413022,1992-93,DHS,15,213,,,1
IND,Nagaland,201243,Antenatal care provider: Nurse/midwife,5,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413023,1413230,Region,Nagaland,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413023,1992-93,DHS,49,420,,,1
IND,Nagaland,3411947,Antenatal care provider: Nurse/midwife,4.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413023,1413230,Region,Nagaland,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413023,1992-93,DHS,39,330,,,1
IND,Tripura,6611962,Antenatal care provider: Nurse/midwife,3.3,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413025,1413250,Region,Tripura,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413025,1992-93,DHS,99,365,,,1
IND,Tripura,7184894,Antenatal care provider: Nurse/midwife,3.2,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413025,1413250,Region,Tripura,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413025,1992-93,DHS,68,252,,,1
IND,Goa,1484398,Antenatal care provider: Nurse/midwife,1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413026,1413260,Region,Goa,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413026,1992-93,DHS,30,774,,,1
IND,Goa,3271491,Antenatal care provider: Nurse/midwife,1.1,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413026,1413260,Region,Goa,14002,Two years preceding the survey,0,1,RHANCPWNRS,IADHS1993413026,1992-93,DHS,22,546,,,1
IND,Gujarat,5863324,Antenatal care provider: Nurse/midwife,10,1,IA,India,1993,IA1993DHS,RH_ANCP_W_NRS,83363020,I,413027,1413270,Region,Gujarat,14000,Three years preceding the survey,0,0,RHANCPWNRS,IADHS1993413027,1992-93,DHS,1460,1271,,,1
